aX,aY,aZ,gX,gY,gZ
0.690,0.495,0.428,4.639,-6.714,5.066
0.690,0.510,0.424,6.104,-7.263,6.470
0.698,0.532,0.426,9.033,-7.996,7.690
0.701,0.560,0.437,11.597,-8.911,7.996
0.695,0.579,0.451,14.221,-9.094,7.324
0.704,0.591,0.467,15.930,-8.301,6.165
0.704,0.588,0.471,16.541,-7.385,4.395
0.718,0.560,0.469,16.418,-6.104,2.686
0.709,0.548,0.469,14.893,-4.822,1.343
0.703,0.545,0.464,11.841,-3.601,0.793
0.704,0.543,0.453,9.460,-2.258,0.854
0.697,0.559,0.443,7.446,-1.099,1.282
0.689,0.555,0.431,8.301,-0.610,1.465
0.688,0.541,0.426,9.644,-0.732,1.099
0.685,0.519,0.428,11.353,-1.648,0.488
0.686,0.500,0.432,12.817,-3.052,0.244
0.693,0.478,0.432,13.794,-4.089,0.977
0.691,0.483,0.432,14.526,-4.700,2.563
0.691,0.505,0.431,15.259,-4.944,4.578
0.684,0.521,0.426,17.944,-5.310,6.104
0.685,0.556,0.419,20.874,-5.737,6.287
0.690,0.561,0.423,22.339,-6.409,5.493
0.681,0.554,0.431,20.935,-6.775,3.601
0.688,0.541,0.444,16.113,-6.470,2.014
0.702,0.538,0.473,9.155,-5.981,1.343
0.695,0.528,0.498,4.639,-4.883,1.526
0.691,0.522,0.498,4.272,-3.418,1.953
0.691,0.513,0.484,7.019,-1.709,2.136
0.691,0.512,0.460,9.705,-0.977,2.502
0.686,0.513,0.444,11.902,-1.587,3.052
0.689,0.509,0.441,12.695,-2.869,3.601
0.693,0.511,0.446,11.902,-4.028,3.906
0.697,0.535,0.453,11.475,-4.883,4.517
0.696,0.552,0.460,11.780,-5.493,5.371
0.697,0.562,0.470,11.169,-5.676,5.188
0.699,0.572,0.484,9.888,-5.493,4.150
0.709,0.577,0.500,9.460,-5.249,2.869
0.701,0.573,0.508,10.559,-4.761,1.526
0.693,0.550,0.512,11.597,-3.662,0.244
0.696,0.532,0.512,10.071,-2.136,-0.854
0.687,0.515,0.511,8.118,-0.916,-1.404
0.671,0.515,0.505,7.385,0.000,-0.488
0.661,0.521,0.496,8.545,0.671,0.793

-0.344,1.514,0.771,-2.014,-215.027,91.675
-0.304,1.503,0.663,-17.639,-208.374,76.904
-0.280,1.533,0.753,-39.063,-211.853,65.491
-0.213,1.632,1.087,-59.631,-218.323,57.983
-0.128,1.796,1.498,-73.181,-217.957,49.194
-0.088,1.926,1.917,-74.097,-202.698,35.889
0.000,2.009,2.238,-67.505,-173.523,16.846
0.086,2.062,2.518,-65.735,-135.254,-7.202
0.122,2.092,2.716,-63.049,-90.942,-35.034
0.086,2.074,2.754,-49.561,-40.649,-65.308
0.045,1.977,2.630,-28.564,10.925,-95.886
-0.004,1.903,2.445,-12.390,59.143,-125.610
-0.126,1.791,2.242,0.061,99.365,-154.053
-0.261,1.647,2.042,5.798,131.531,-180.969
-0.394,1.508,1.850,6.897,159.424,-203.735
-0.537,1.336,1.641,7.080,182.922,-221.191
-0.618,1.190,1.473,-1.831,200.745,-234.924
-0.644,1.016,1.295,-5.920,211.792,-243.408
-0.622,0.865,1.176,-9.338,216.492,-245.483
-0.578,0.759,1.093,-18.616,217.224,-243.652
-0.539,0.696,1.007,-28.564,216.980,-240.112
-0.478,0.599,0.916,-26.733,216.309,-234.497
-0.401,0.550,0.849,-25.085,212.891,-227.112
-0.353,0.500,0.794,-22.156,208.008,-219.055
-0.348,0.428,0.732,-15.503,203.857,-210.937
-0.317,0.346,0.628,-5.554,201.355,-202.454
-0.286,0.232,0.487,4.028,199.646,-193.909
-0.307,0.124,0.332,12.512,197.815,-186.096
-0.282,0.028,0.182,18.127,194.641,-178.833
-0.219,-0.089,0.032,20.752,188.843,-170.837
-0.126,-0.232,-0.129,29.907,179.993,-162.048
-0.062,-0.364,-0.260,37.903,167.725,-150.208
-0.008,-0.454,-0.375,38.147,152.954,-135.010
0.072,-0.481,-0.446,33.752,136.414,-117.554
0.137,-0.489,-0.476,27.527,118.347,-98.083
0.287,-0.405,-0.432,22.705,99.304,-77.820
0.276,-0.269,-0.343,19.409,80.505,-58.350
0.359,-0.056,-0.309,16.479,66.345,-42.053
0.407,-0.005,-0.274,22.278,55.908,-31.738
0.425,0.046,-0.236,19.348,47.302,-26.978
0.486,0.049,-0.180,10.986,39.307,-24.414
0.534,0.061,-0.109,7.446,31.799,-20.935
0.545,0.062,-0.068,9.766,25.024,-15.747
0.560,0.109,-0.070,14.160,19.470,-8.972
0.574,0.163,-0.064,20.996,14.404,-1.892
0.587,0.241,-0.061,26.245,8.423,4.150
0.596,0.308,-0.051,31.128,2.258,7.812
0.630,0.321,-0.048,37.292,-4.333,9.644
0.623,0.341,0.005,35.095,-10.437,10.132
0.624,0.344,0.054,24.414,-14.954,9.521
0.651,0.317,0.091,17.029,-17.029,10.193
0.667,0.327,0.141,6.775,-19.409,13.367
0.680,0.361,0.192,1.160,-21.545,18.372
0.700,0.425,0.240,0.549,-23.193,22.644
0.724,0.483,0.276,1.526,-23.926,24.841
0.737,0.535,0.324,4.517,-24.048,24.719
0.733,0.561,0.361,8.301,-22.644,22.827
0.742,0.578,0.376,11.902,-20.020,19.104
0.739,0.580,0.367,15.869,-16.663,14.954
0.729,0.542,0.340,17.700,-13.977,10.925
0.731,0.496,0.312,19.470,-13.367,8.911
0.718,0.484,0.286,16.846,-14.893,9.094
0.709,0.476,0.272,17.273,-17.700,9.827
0.713,0.459,0.300,17.883,-21.545,11.230
0.719,0.484,0.357,14.404,-25.146,12.817
0.728,0.505,0.418,11.780,-27.039,14.099
0.734,0.525,0.473,11.047,-26.367,14.832
0.731,0.549,0.510,10.132,-23.560,14.221
0.736,0.564,0.520,10.071,-18.860,13.489
0.735,0.577,0.516,8.789,-14.038,11.963
0.742,0.580,0.501,7.202,-10.132,9.705
0.739,0.568,0.478,6.409,-7.141,7.446
0.734,0.558,0.446,6.104,-4.944,5.493
0.740,0.530,0.408,7.996,-3.418,4.517
0.746,0.518,0.369,10.864,-2.869,4.395
0.749,0.512,0.342,11.658,-3.723,4.578
0.747,0.522,0.327,12.817,-5.676,5.127
0.745,0.522,0.328,14.465,-7.874,5.493
0.732,0.512,0.338,15.442,-9.949,5.371
0.736,0.509,0.355,14.404,-11.658,5.371
0.744,0.516,0.386,13.428,-13.000,5.920
0.735,0.521,0.423,14.099,-13.977,6.592
0.732,0.539,0.452,14.954,-13.733,7.568
0.715,0.560,0.467,14.648,-12.085,8.667
0.718,0.588,0.479,11.230,-9.399,9.155
0.706,0.618,0.480,9.460,-7.446,8.240
0.701,0.621,0.481,9.583,-6.165,6.409
0.705,0.606,0.478,9.460,-5.249,3.845
0.706,0.569,0.470,9.766,-4.517,1.343
0.712,0.544,0.473,8.362,-4.150,0.000
0.712,0.521,0.467,8.972,-4.089,0.183
0.718,0.520,0.458,9.094,-3.845,1.770
0.723,0.521,0.449,9.888,-3.662,3.479
0.720,0.533,0.433,11.292,-3.479,4.639
0.717,0.547,0.418,12.695,-3.296,5.005
0.718,0.551,0.399,14.404,-3.540,4.639
0.712,0.554,0.394,14.465,-4.211,3.784
0.710,0.547,0.408,13.428,-5.188,3.174
0.709,0.546,0.436,10.254,-5.859,2.808
0.708,0.544,0.460,7.263,-5.920,2.502
0.703,0.543,0.472,6.653,-5.249,2.625
0.701,0.524,0.467,8.118,-4.578,2.869
0.699,0.517,0.462,7.446,-4.333,3.174
0.702,0.514,0.463,6.409,-4.639,3.967
0.708,0.536,0.467,6.165,-4.883,4.944
0.698,0.557,0.469,8.789,-4.822,6.042
0.693,0.574,0.454,13.550,-4.211,6.165
0.703,0.571,0.440,15.930,-3.784,5.066
0.701,0.562,0.435,15.442,-4.028,2.686
0.702,0.554,0.442,15.320,-4.700,1.038
0.703,0.541,0.451,15.930,-4.700,0.854
0.701,0.538,0.460,15.503,-4.272,1.404
0.703,0.545,0.471,12.024,-3.601,2.014
0.703,0.551,0.479,8.850,-2.747,2.441
0.698,0.561,0.483,6.470,-1.892,2.625
0.699,0.568,0.480,6.836,-1.221,2.258
0.697,0.567,0.470,8.972,-0.793,1.770
0.697,0.554,0.454,9.827,-0.061,0.854
0.703,0.532,0.439,8.850,0.366,0.061

-0.307,1.452,1.130,9.216,-234.802,88.135
-0.317,1.426,1.260,-0.244,-223.389,79.468
-0.310,1.354,1.192,-16.541,-206.665,73.975
-0.351,1.364,1.084,-44.495,-192.078,70.435
-0.357,1.394,0.949,-69.031,-183.411,68.542
-0.360,1.459,0.863,-83.313,-182.129,65.063
-0.363,1.547,0.846,-82.764,-187.805,58.044
-0.381,1.671,0.951,-69.214,-196.350,47.424
-0.382,1.703,1.102,-50.964,-202.332,33.630
-0.327,1.745,1.337,-46.509,-201.599,16.418
-0.298,1.780,1.586,-45.410,-192.444,0.854
-0.231,1.792,1.862,-41.626,-176.392,-12.024
-0.198,1.819,2.197,-39.246,-154.419,-26.550
-0.226,1.862,2.492,-38.940,-123.657,-46.082
-0.257,1.845,2.647,-33.203,-81.543,-70.984
-0.291,1.797,2.667,-25.635,-30.762,-100.403
-0.302,1.679,2.558,-14.038,21.545,-130.981
-0.352,1.552,2.393,4.395,69.763,-158.875
-0.466,1.436,2.203,22.217,110.657,-182.312
-0.549,1.347,1.995,29.724,147.583,-202.515
-0.604,1.254,1.763,28.687,181.580,-221.008
-0.676,1.158,1.537,31.433,210.144,-238.586
-0.737,1.019,1.350,34.851,231.689,-253.784
-0.757,0.890,1.187,38.269,247.192,-265.137
-0.798,0.771,1.082,43.884,260.132,-274.048
-0.823,0.643,0.965,49.438,271.912,-279.846
-0.851,0.506,0.816,56.030,283.325,-282.410
-0.883,0.340,0.635,60.181,293.945,-281.433
-0.915,0.129,0.413,56.580,302.673,-276.733
-0.923,-0.036,0.125,37.476,306.213,-267.151
-0.860,-0.208,-0.154,8.606,304.016,-253.601
-0.725,-0.393,-0.428,-12.207,292.603,-235.840
-0.517,-0.559,-0.672,-22.278,270.264,-212.830
-0.302,-0.651,-0.818,-24.170,237.244,-186.707
-0.120,-0.716,-0.855,-12.756,194.946,-158.081
0.030,-0.692,-0.798,1.404,148.987,-129.150
0.135,-0.627,-0.654,15.320,106.201,-99.854
0.214,-0.491,-0.482,28.809,70.923,-71.411
0.288,-0.308,-0.322,40.588,45.959,-46.692
0.345,-0.164,-0.226,57.068,31.189,-27.649
0.381,-0.027,-0.188,67.993,22.827,-14.771
0.435,0.064,-0.193,69.946,16.052,-6.409
0.451,0.105,-0.151,52.063,8.423,-2.441
0.485,0.142,-0.052,21.667,1.587,-1.709
0.550,0.132,0.043,0.854,-3.540,-0.366
0.586,0.140,0.146,-4.517,-7.019,3.601
0.628,0.200,0.230,-0.916,-9.277,9.521
0.658,0.289,0.277,9.583,-8.667,15.991
0.665,0.388,0.279,22.888,-6.897,21.118
0.687,0.489,0.268,32.715,-4.761,22.705
0.695,0.539,0.239,38.208,-3.052,21.729
0.702,0.606,0.215,40.771,-3.601,19.714
0.697,0.646,0.214,37.842,-5.615,16.602
0.692,0.678,0.228,32.532,-7.629,12.573
0.685,0.659,0.246,26.001,-9.949,7.996
0.682,0.603,0.277,18.494,-12.207,4.150
0.689,0.562,0.325,11.292,-14.648,1.587
0.693,0.537,0.372,9.827,-17.151,1.465
0.683,0.504,0.408,13.916,-19.348,3.174
0.661,0.504,0.436,16.724,-20.325,5.188
0.669,0.490,0.457,19.287,-20.813,6.714
0.655,0.493,0.481,21.057,-21.179,7.629
0.669,0.482,0.505,21.118,-20.691,8.118
0.677,0.511,0.550,21.179,-19.775,8.118
0.673,0.531,0.575,22.522,-17.517,8.423
0.693,0.531,0.562,29.785,-14.709,9.644
0.660,0.583,0.578,25.024,-11.536,9.949
0.677,0.617,0.563,13.367,-7.263,8.423
0.707,0.639,0.564,6.409,-2.686,6.226
0.704,0.599,0.521,7.690,0.183,2.991
0.688,0.573,0.518,6.592,0.854,-0.305
0.687,0.563,0.508,7.141,1.221,-2.808
0.678,0.521,0.477,11.841,1.709,-3.296
0.677,0.497,0.445,13.000,1.709,-3.052
0.670,0.486,0.427,9.766,0.732,-1.831
0.666,0.480,0.428,6.836,-0.854,0.061
0.673,0.481,0.432,6.836,-2.380,1.831
0.682,0.482,0.441,8.789,-3.845,3.601
0.683,0.494,0.458,10.071,-5.249,4.761
0.686,0.520,0.474,9.949,-5.859,5.798
0.681,0.543,0.483,10.071,-5.615,5.737
0.691,0.552,0.489,10.132,-5.127,4.456
0.690,0.536,0.491,8.850,-4.639,2.686
0.688,0.527,0.497,6.775,-4.211,1.099
0.691,0.541,0.501,6.226,-3.357,0.854
0.677,0.523,0.479,9.949,-1.953,2.136
0.670,0.524,0.454,10.315,-1.221,3.601
0.662,0.528,0.442,8.789,-2.197,4.639
0.674,0.552,0.443,7.812,-4.272,5.676
0.657,0.570,0.456,8.545,-6.042,5.981
0.657,0.554,0.474,10.193,-7.629,4.944
0.664,0.522,0.494,8.789,-8.362,3.235
0.673,0.478,0.515,6.897,-8.728,2.136
0.681,0.454,0.525,5.920,-8.545,2.502
0.678,0.485,0.533,7.202,-7.996,4.761
0.671,0.540,0.543,9.827,-7.385,8.118
0.669,0.567,0.541,13.855,-6.165,10.376
0.668,0.589,0.539,14.099,-5.188,10.010
0.673,0.593,0.545,12.512,-4.517,7.446
0.669,0.578,0.541,12.390,-4.150,5.249
0.656,0.571,0.535,12.390,-3.662,4.211
0.646,0.582,0.526,8.606,-3.174,4.211
0.643,0.609,0.534,3.174,-2.441,3.967
0.646,0.590,0.538,3.601,-1.953,3.418
0.660,0.571,0.540,4.944,-1.526,1.770
0.677,0.552,0.541,6.775,-1.404,-0.061
0.674,0.537,0.532,10.498,-1.343,-0.793
0.694,0.529,0.514,13.367,-0.977,-0.488
0.673,0.562,0.521,10.681,-0.122,-0.305
0.677,0.544,0.500,9.460,0.916,-0.671
0.674,0.543,0.501,7.507,1.160,-0.549
0.673,0.552,0.503,4.578,1.465,-0.488
0.666,0.555,0.499,7.202,1.343,-0.366
0.661,0.564,0.488,10.193,1.038,0.061
0.661,0.563,0.483,11.169,0.488,0.427
0.660,0.559,0.500,7.507,-0.488,0.427
0.661,0.551,0.526,3.845,-1.221,-0.488
0.659,0.540,0.541,3.052,-1.038,-1.099
0.656,0.537,0.539,4.395,-0.122,-1.343

-0.661,1.571,1.189,-12.756,-320.801,139.832
-0.669,1.783,1.561,-27.283,-309.143,134.399
-0.549,2.006,1.763,-48.096,-282.227,124.023
-0.404,2.217,1.925,-66.223,-250.305,103.882
-0.268,2.408,2.191,-73.425,-219.849,72.021
-0.142,2.544,2.517,-67.932,-188.232,31.799
-0.110,2.630,2.780,-55.420,-148.865,-12.573
-0.138,2.648,2.875,-44.128,-97.900,-61.218
-0.171,2.571,2.724,-41.321,-38.269,-111.572
-0.225,2.367,2.418,-41.138,17.151,-160.034
-0.338,2.146,2.161,-39.612,58.899,-202.576
-0.460,1.921,2.011,-42.603,87.769,-237.793
-0.542,1.641,1.919,-40.222,111.694,-266.785
-0.599,1.436,1.867,-35.583,133.911,-287.476
-0.635,1.249,1.821,-25.513,155.640,-300.537
-0.673,1.084,1.784,-15.564,176.147,-308.960
-0.729,0.919,1.736,-6.470,196.533,-314.331
-0.787,0.777,1.642,3.601,216.919,-314.941
-0.822,0.606,1.458,12.268,236.328,-311.218
-0.841,0.461,1.259,12.573,251.892,-305.847
-0.858,0.269,0.994,13.611,262.817,-297.607
-0.895,0.045,0.741,10.437,269.104,-285.583
-0.822,-0.097,0.460,-1.282,270.813,-270.752
-0.672,-0.268,0.188,-11.719,266.418,-253.540
-0.527,-0.406,-0.048,-11.475,255.127,-234.009
-0.375,-0.523,-0.247,1.526,236.633,-211.670
-0.215,-0.645,-0.417,21.118,210.632,-184.387
-0.102,-0.666,-0.494,35.278,179.321,-154.053
0.007,-0.635,-0.527,49.988,146.179,-122.742
0.078,-0.527,-0.482,57.922,114.197,-92.285
0.143,-0.367,-0.383,56.641,86.121,-65.735
0.218,-0.185,-0.295,49.622,65.430,-46.570
0.291,-0.070,-0.200,43.152,51.025,-34.607
0.362,0.022,-0.113,37.354,40.710,-27.344
0.394,0.060,-0.042,33.203,33.203,-22.766
0.424,0.159,0.094,26.367,28.687,-19.470
0.491,0.201,0.136,30.579,27.100,-16.479
0.484,0.236,0.135,39.734,25.940,-13.062
0.530,0.269,0.154,39.490,25.513,-10.071
0.562,0.313,0.188,32.288,25.879,-8.057
0.565,0.320,0.176,24.841,26.672,-7.629
0.594,0.320,0.172,20.691,27.405,-8.545
0.617,0.314,0.138,20.142,26.611,-8.606
0.627,0.296,0.078,25.757,23.499,-7.202
0.622,0.286,0.009,30.823,18.372,-4.578
0.626,0.307,-0.027,28.564,11.230,-1.038
0.646,0.326,-0.025,22.217,2.136,4.211
0.656,0.364,0.032,16.785,-7.629,9.338
0.689,0.405,0.133,16.113,-17.151,13.611
0.692,0.429,0.244,20.142,-24.902,16.113
0.688,0.480,0.348,25.940,-29.480,16.785
0.702,0.501,0.420,28.625,-30.396,17.273
0.698,0.536,0.480,25.024,-28.503,16.846
0.719,0.556,0.500,17.883,-24.109,15.808
0.702,0.527,0.501,19.104,-18.982,15.564
0.686,0.568,0.515,13.794,-15.015,15.991
0.683,0.591,0.486,7.141,-9.888,14.282
0.680,0.572,0.436,8.301,-5.981,10.681
0.685,0.543,0.401,6.653,-5.920,7.202
0.687,0.511,0.398,6.042,-8.179,5.371
0.683,0.491,0.432,6.897,-10.925,5.554
0.679,0.497,0.460,8.667,-13.000,6.775
0.679,0.508,0.469,13.245,-13.000,8.240
0.689,0.534,0.459,19.714,-12.695,9.460
0.693,0.548,0.460,25.146,-12.939,9.521
0.695,0.564,0.474,24.780,-13.000,8.423
0.699,0.560,0.497,18.555,-12.085,6.958
0.692,0.564,0.514,11.902,-10.376,5.371
0.712,0.546,0.517,8.850,-7.812,3.784
0.703,0.512,0.505,8.179,-5.310,2.625
0.702,0.485,0.494,4.639,-3.479,2.441
0.699,0.473,0.486,0.427,-2.197,3.296
0.689,0.483,0.479,0.000,-1.831,5.005
0.682,0.536,0.470,4.028,-1.709,6.714
0.676,0.558,0.444,14.526,-1.648,7.507
0.683,0.570,0.419,19.897,-2.197,6.653
0.680,0.572,0.419,16.968,-3.235,4.211
0.669,0.548,0.439,11.963,-4.333,1.831
0.658,0.512,0.457,9.399,-4.883,0.610
0.653,0.499,0.469,9.094,-5.066,0.366
0.668,0.473,0.471,13.794,-5.249,1.282
0.670,0.463,0.461,21.423,-5.310,2.625
0.687,0.452,0.445,25.330,-5.615,3.113
0.674,0.450,0.441,23.437,-6.226,3.418
0.673,0.448,0.443,18.738,-6.592,4.883
0.682,0.451,0.447,11.292,-6.592,7.141
0.685,0.474,0.454,5.615,-6.836,9.583
0.676,0.550,0.462,3.357,-7.263,12.085
0.668,0.619,0.471,5.127,-7.568,14.404
0.664,0.650,0.477,7.935,-7.996,14.221
0.670,0.654,0.499,4.517,-8.911,10.071
0.669,0.625,0.542,1.343,-9.888,4.578
0.673,0.581,0.581,1.282,-10.315,0.793
0.669,0.562,0.613,3.479,-9.338,-0.549
0.670,0.546,0.623,9.094,-7.263,0.366
0.667,0.542,0.607,14.099,-4.883,1.709
0.669,0.561,0.590,14.893,-2.563,2.441
0.677,0.556,0.566,15.381,-0.732,2.258
0.673,0.552,0.542,14.343,0.549,1.587
0.685,0.562,0.517,11.597,1.099,0.488
0.685,0.563,0.516,10.315,1.221,-0.488
0.674,0.548,0.501,9.338,2.502,-1.160
0.684,0.528,0.489,5.615,3.662,-1.770
0.676,0.515,0.483,2.258,3.540,-2.441
0.666,0.503,0.478,2.441,2.258,-2.075
0.661,0.500,0.475,3.906,1.099,-0.732
0.656,0.525,0.478,5.005,-0.122,0.671
0.658,0.530,0.481,8.179,-1.221,2.319
0.666,0.539,0.485,11.292,-1.953,3.723
0.661,0.556,0.492,11.047,-2.441,3.662
0.675,0.554,0.495,11.292,-2.563,2.869
0.663,0.547,0.497,11.169,-2.380,1.465
0.663,0.541,0.497,9.888,-2.075,0.427
0.660,0.536,0.496,8.240,-1.404,0.183
0.658,0.537,0.495,6.958,-0.793,0.183
0.653,0.530,0.493,7.263,0.122,0.061
0.651,0.516,0.487,7.812,0.977,-0.305
0.651,0.503,0.482,6.653,1.648,-1.160
0.648,0.491,0.469,7.324,1.343,-1.648

-0.737,1.554,0.749,-5.554,-310.608,140.381
-0.603,1.788,1.205,-56.946,-311.035,139.160
-0.497,2.129,1.799,-97.473,-302.002,136.841
-0.410,2.583,2.445,-131.042,-280.457,122.925
-0.328,2.991,3.033,-137.878,-241.333,87.463
-0.283,3.179,3.448,-116.028,-183.533,25.574
-0.269,3.050,3.601,-79.956,-110.413,-51.819
-0.232,2.719,3.387,-39.612,-28.503,-126.465
-0.344,2.340,2.951,-2.075,48.584,-183.167
-0.523,2.115,2.477,13.123,110.291,-222.961
-0.700,1.876,1.934,20.142,155.334,-253.357
-0.902,1.700,1.460,19.409,184.937,-279.907
-1.032,1.425,1.098,2.258,199.585,-306.946
-1.071,1.059,0.846,-12.756,200.928,-328.918
-0.977,0.708,0.717,-25.391,192.566,-338.501
-0.813,0.472,0.733,-31.311,178.589,-334.229
-0.662,0.364,0.866,-26.611,163.452,-317.322
-0.521,0.330,1.003,-14.160,153.870,-294.250
-0.418,0.355,1.088,-1.648,153.381,-271.606
-0.360,0.419,1.133,5.859,160.278,-253.052
-0.375,0.466,1.093,8.606,172.485,-240.112
-0.375,0.446,0.962,7.629,186.401,-234.070
-0.380,0.292,0.752,6.287,197.998,-232.178
-0.391,0.090,0.533,1.099,203.979,-229.553
-0.394,-0.089,0.340,-8.362,203.552,-222.107
-0.269,-0.219,0.164,-13.367,198.914,-209.717
-0.132,-0.347,-0.005,-7.202,188.904,-192.810
-0.010,-0.397,-0.115,-0.549,172.058,-173.340
0.062,-0.427,-0.178,14.709,151.428,-151.001
0.135,-0.425,-0.234,32.654,130.737,-126.770
0.191,-0.405,-0.250,44.983,111.084,-103.943
0.236,-0.361,-0.281,52.612,91.797,-83.008
0.289,-0.271,-0.282,54.932,73.547,-64.453
0.344,-0.173,-0.249,53.162,57.556,-49.011
0.394,-0.039,-0.177,44.434,43.396,-36.926
0.430,0.040,-0.099,37.231,31.311,-27.771
0.447,0.100,-0.006,33.630,20.935,-20.752
0.490,0.143,0.078,28.381,13.489,-15.198
0.508,0.166,0.155,24.292,8.606,-10.315
0.536,0.238,0.235,18.494,6.775,-6.409
0.568,0.282,0.269,17.151,7.141,-3.174
0.581,0.306,0.285,19.165,8.667,-1.038
0.589,0.305,0.276,20.508,10.254,-0.061
0.601,0.303,0.267,21.545,11.597,0.305
0.610,0.314,0.236,21.118,12.390,0.183
0.619,0.318,0.205,23.621,11.353,1.343
0.622,0.329,0.191,23.254,8.484,2.869
0.624,0.340,0.195,20.691,4.883,5.676
0.622,0.364,0.198,17.517,1.038,9.155
0.650,0.406,0.234,13.489,-2.930,13.123
0.671,0.455,0.290,11.292,-7.263,16.846
0.673,0.508,0.352,11.230,-10.925,19.409
0.693,0.562,0.415,13.733,-12.817,20.325
0.704,0.604,0.457,17.639,-12.756,20.020
0.707,0.632,0.474,23.071,-11.047,18.738
0.712,0.679,0.501,26.306,-8.362,16.541
0.696,0.704,0.474,26.794,-5.676,13.000
0.695,0.684,0.451,22.766,-3.723,8.362
0.705,0.660,0.443,13.672,-2.136,2.991
0.694,0.611,0.442,6.775,-1.343,-0.916
0.690,0.551,0.435,5.066,-0.671,-2.686
0.663,0.506,0.427,6.287,-0.610,-2.747
0.689,0.493,0.399,8.911,-2.075,-0.977
0.660,0.455,0.397,16.418,-5.432,1.770
0.659,0.473,0.436,16.663,-9.033,4.822
0.664,0.479,0.470,18.188,-11.597,7.935
0.673,0.510,0.500,19.409,-12.573,10.254
0.684,0.528,0.523,21.667,-12.390,11.169
0.687,0.555,0.529,23.193,-10.925,10.864
0.701,0.585,0.522,19.775,-8.240,9.888
0.708,0.585,0.517,15.686,-5.920,8.728
0.690,0.600,0.526,9.338,-4.761,6.897
0.688,0.601,0.523,3.418,-3.296,4.150
0.687,0.578,0.509,4.639,-1.587,1.404
0.673,0.552,0.489,6.104,-0.366,-0.610
0.662,0.524,0.475,7.629,-0.366,-1.038
0.646,0.507,0.467,7.996,-0.977,-0.244
0.648,0.496,0.464,7.568,-2.014,1.099
0.638,0.493,0.468,7.629,-3.357,2.258
0.640,0.484,0.474,9.094,-4.639,3.601
0.647,0.486,0.490,9.216,-5.676,4.883
0.658,0.514,0.508,9.949,-6.470,5.859
0.665,0.523,0.528,14.221,-6.165,6.836
0.664,0.536,0.529,16.968,-4.761,6.775
0.661,0.541,0.510,18.921,-2.991,5.798
0.669,0.533,0.479,19.531,-1.587,4.700
0.666,0.523,0.459,16.113,-1.282,3.723
0.662,0.524,0.461,10.925,-1.831,3.540
0.663,0.523,0.472,7.446,-2.075,4.395
0.661,0.541,0.474,6.409,-2.014,5.249
0.658,0.552,0.473,7.263,-1.953,5.859
0.652,0.551,0.463,10.376,-1.953,5.493
0.641,0.540,0.449,11.719,-2.563,4.578
0.655,0.543,0.441,11.719,-2.930,3.967
0.657,0.532,0.440,12.634,-4.272,3.906
0.650,0.520,0.443,12.634,-5.310,3.967
0.652,0.517,0.447,12.024,-5.493,4.028
0.661,0.513,0.456,11.536,-6.226,4.456
0.666,0.515,0.474,10.925,-7.080,4.578
0.673,0.515,0.500,10.315,-7.690,4.639
0.668,0.525,0.521,9.094,-7.629,4.639
0.660,0.542,0.533,7.446,-6.775,5.005
0.656,0.585,0.542,6.409,-5.554,6.104
0.653,0.600,0.535,9.949,-4.761,6.470
0.651,0.604,0.528,10.864,-4.333,5.676
0.652,0.595,0.533,8.972,-4.395,3.235
0.667,0.588,0.550,6.836,-5.127,1.404
0.661,0.570,0.562,6.836,-4.578,0.122
0.653,0.553,0.562,6.836,-3.662,0.061
0.656,0.543,0.555,6.958,-2.258,-0.610
0.660,0.545,0.545,6.165,-0.854,-0.366
0.657,0.544,0.540,7.874,-0.977,0.000
0.654,0.534,0.541,9.521,-0.549,-0.488
0.653,0.525,0.542,7.629,0.244,-1.099
0.653,0.509,0.540,7.141,0.488,-0.610
0.654,0.509,0.538,6.958,0.366,-0.122
0.654,0.520,0.543,6.714,1.160,0.427
0.652,0.534,0.546,7.141,1.831,1.465
0.651,0.542,0.538,8.789,2.563,1.831

-0.300,1.529,1.550,-26.184,-303.589,143.738
-0.226,1.954,1.930,-46.082,-280.701,144.043
-0.210,2.345,2.110,-53.162,-245.361,132.568
-0.240,2.699,2.160,-66.589,-205.139,99.426
-0.232,2.828,2.107,-76.050,-165.771,47.546
-0.282,2.702,2.001,-82.825,-131.653,-13.794
-0.347,2.337,1.930,-85.083,-103.638,-72.693
-0.391,1.949,1.877,-85.938,-80.322,-115.295
-0.451,1.665,1.882,-87.769,-58.716,-138.794
-0.467,1.471,1.869,-83.679,-35.889,-150.391
-0.448,1.390,1.930,-66.833,-14.526,-153.320
-0.403,1.459,2.093,-47.913,4.639,-153.809
-0.384,1.624,2.350,-27.710,28.320,-157.837
-0.342,1.798,2.546,-9.216,61.584,-171.021
-0.298,1.986,2.634,7.751,103.821,-193.604
-0.350,2.105,2.630,30.029,149.231,-223.022
-0.518,2.135,2.548,51.575,196.838,-258.118
-0.771,2.018,2.332,68.909,247.131,-296.448
-1.135,1.727,1.937,79.346,296.509,-332.397
-1.544,1.281,1.436,69.885,339.783,-361.084
-1.972,0.745,0.871,37.842,370.789,-378.235
-2.034,0.196,0.194,-20.386,385.742,-383.667
-1.692,-0.398,-0.479,-64.270,379.028,-377.869
-1.174,-0.922,-1.029,-71.411,346.741,-357.239
-0.715,-1.278,-1.307,-49.866,288.513,-317.871
